rang_ville;domaine_chruth;code_departement;libelle_commune;nb_prospects;nb_societes;nb_chaude;score_moyen;categories_principales
5095;PRIVE;73;BASSENS;3;3;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
5096;PRIVE;77;CERNEUX;3;3;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
5097;PRIVE;77;MAY-EN-MULTIEN;3;3;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
5098;PRIVE;77;NANTEAU-SUR-ESSONNE;3;3;0;15.7;PRIV_SANTE_CABINET, PRIV_LOISIRS, PRIV_BUREAU
5099;PRIVE;77;SAINT-OUEN-SUR-MORIN;3;3;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_RESTAURANT
5100;PRIVE;77;SANCY;3;3;0;15.7;PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
5101;PRIVE;78;HARGEVILLE;3;3;0;15.7;PRIV_LOISIRS, IMMO_AGENCE
5102;PRIVE;83;PUGET-SUR-ARGENS;3;3;0;15.7;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
5103;PRIVE;85;SAINT-CHRISTOPHE-DU-LIGNERON;3;3;0;15.7;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE
5104;PRIVE;95;MONTREUIL-SUR-EPTE;3;3;0;15.7;PRIV_LOISIRS, IMMO_AGENCE, PRIV_RESTAURANT
5105;PRIVE;77;HERICY;20;20;0;15.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5106;PRIVE;77;LUMIGNY-NESLES-ORMEAUX;17;17;0;15.6;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5107;PRIVE;971;SAINT-FRANCOIS;8;8;0;15.6;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
5108;PRIVE;06;VALLAURIS;17;17;0;15.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5109;PRIVE;77;SAINT-PIERRE-LES-NEMOURS;21;21;0;15.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5110;PRIVE;77;BAGNEAUX-SUR-LOING;4;4;0;15.5;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5111;PRIVE;77;GASTINS;4;4;0;15.5;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5112;PRIVE;78;AUFFREVILLE-BRASSEUIL;4;4;0;15.5;PRIV_LOISIRS, IMMO_AGENCE
5113;PRIVE;85;LES SABLES D'OLONNE;23;23;0;15.5;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5114;PRIVE;91;MAISSE;23;23;0;15.5;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5115;PRIVE;77;BEAUMONT-DU-GATINAIS;5;5;0;15.4;PRIV_SANTE_CABINET, PRIV_LOISIRS, PRIV_BUREAU, PRIV_RESTAURANT
5116;PRIVE;86;CHAUVIGNY;5;5;0;15.4;PRIV_SANTE_CENTRE, PRIV_LOISIRS, PRIV_BUREAU, PRIV_RESTAURANT
5117;PRIVE;77;JOUY-LE-CHATEL;12;12;0;15.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5118;PRIVE;17;SAINT-PALAIS-SUR-MER;6;6;0;15.3;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE
5119;PRIVE;44;CLISSON;6;6;0;15.3;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE
5120;PRIVE;91;BRIERES-LES-SCELLES;3;3;0;15.3;PRIV_LOISIRS
5121;PRIVE;77;REBAIS;16;16;0;15.3;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
5122;PRIVE;974;SAINT-PAUL;24;24;0;15.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5123;PRIVE;77;LE CHATELET-EN-BRIE;18;18;0;15.2;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
5124;PRIVE;77;FONTENAILLES;6;6;0;15.2;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU
5125;PRIVE;77;CHAINTREAUX;8;8;0;15.1;PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5126;PRIVE;77;SAINT-CYR-SUR-MORIN;17;17;0;15.1;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5127;PRIVE;06;CANNES;79;79;0;15.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
5128;PRIVE;91;PUSSAY;12;12;0;15.0;PRIV_SANTE_CABINET, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5129;PRIVE;34;SERIGNAN;5;5;0;15.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
5130;PRIVE;77;BERNAY-VILBERT;5;5;0;15.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
5131;PRIVE;77;CONGIS-SUR-THEROUANNE;5;5;0;15.0;PRIV_SANTE_CENTRE, PRIV_BUREAU, PRIV_RESTAURANT
5132;PRIVE;77;VILLIERS-SOUS-GREZ;5;5;0;15.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
5133;PRIVE;06;MOUANS-SARTOUX;4;4;0;15.0;IMMO_AGENCE
5134;PRIVE;17;ANGOULINS;4;4;0;15.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
5135;PRIVE;17;VAUX-SUR-MER;4;4;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5136;PRIVE;26;DONZERE;4;4;0;15.0;PRIV_COMMERCE
5137;PRIVE;29;AUDIERNE;4;4;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5138;PRIVE;34;TEYRAN;4;4;0;15.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
5139;PRIVE;34;VILLENEUVE-LES-MAGUELONE;4;4;0;15.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
5140;PRIVE;35;BRUZ;4;4;0;15.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
5141;PRIVE;44;BASSE-GOULAINE;4;4;0;15.0;IMMO_AGENCE, PRIV_RESTAURANT
5142;PRIVE;80;CAYEUX-SUR-MER;4;4;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_BUREAU
5143;PRIVE;92;;4;4;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5144;PRIVE;971;POINTE A PITRE;4;4;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5145;PRIVE;01;BEYNOST;3;3;0;15.0;PRIV_COMMERCE
5146;PRIVE;02;VILLERS-COTTERETS;3;3;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5147;PRIVE;17;SAINTE-MARIE-DE-RE;3;3;0;15.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
5148;PRIVE;28;ORGERES-EN-BEAUCE;3;3;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_BUREAU
5149;PRIVE;31;CAZERES;3;3;0;15.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
5150;PRIVE;32;FLEURANCE;3;3;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_COMMERCE
5151;PRIVE;47;NERAC;3;3;0;15.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
5152;PRIVE;56;LOCMINE;3;3;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5153;PRIVE;66;SAINT-LAURENT-DE-LA-SALANQUE;3;3;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_RESTAURANT
5154;PRIVE;73;ENTRELACS;3;3;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5155;PRIVE;77;FUBLAINES;3;3;0;15.0;IMMO_AGENCE
5156;PRIVE;77;MOISENAY;3;3;0;15.0;IMMO_AGENCE
5157;PRIVE;85;SAINT-GILLES-CROIX-DE-VIE;3;3;0;15.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
5158;PRIVE;971;BAIE MAHAULT;3;3;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5159;PRIVE;972;SAINTE-MARIE;3;3;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_RESTAURANT
5160;PRIVE;01;CESSY;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5161;PRIVE;06;LA COLLE-SUR-LOUP;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5162;PRIVE;06;ROQUEBRUNE-CAP-MARTIN;2;2;0;15.0;IMMO_AGENCE, PRIV_BUREAU
5163;PRIVE;06;VILLEFRANCHE-SUR-MER;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5164;PRIVE;08;BAIRON ET SES ENVIRONS;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5165;PRIVE;11;FLEURY;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5166;PRIVE;13;BEAURECUEIL;2;2;0;15.0;IMMO_AGENCE, PRIV_BUREAU
5167;PRIVE;13;ENSUES-LA-REDONNE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5168;PRIVE;13;MOURIES;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5169;PRIVE;13;PORT-DE-BOUC;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5170;PRIVE;14;DIVES-SUR-MER;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5171;PRIVE;14;ORBEC;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5172;PRIVE;14;ROTS;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5173;PRIVE;17;COURCON;2;2;0;15.0;IMMO_AGENCE
5174;PRIVE;17;PONS;2;2;0;15.0;PRIV_BUREAU
5175;PRIVE;18;BELLEVILLE-SUR-LOIRE;2;2;0;15.0;PRIV_BUREAU, PRIV_RESTAURANT
5176;PRIVE;22;TADEN;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5177;PRIVE;27;LA VIEILLE-LYRE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5178;PRIVE;28;MIGNIERES;2;2;0;15.0;PRIV_BUREAU
5179;PRIVE;29;TREGUNC;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5180;PRIVE;2A;BONIFACIO;2;2;0;15.0;IMMO_AGENCE
5181;PRIVE;2A;SARTENE;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5182;PRIVE;2A;SOTTA;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5183;PRIVE;30;JUNAS;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5184;PRIVE;31;CUGNAUX;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5185;PRIVE;31;SAINT-ORENS-DE-GAMEVILLE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5186;PRIVE;33;PREIGNAC;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5187;PRIVE;34;JACOU;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5188;PRIVE;34;PALAVAS-LES-FLOTS;2;2;0;15.0;IMMO_AGENCE, PRIV_RESTAURANT
5189;PRIVE;36;LA CHATRE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5190;PRIVE;37;BOURGUEIL;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5191;PRIVE;38;FONTAINE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5192;PRIVE;45;BEAUNE-LA-ROLANDE;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5193;PRIVE;45;GIROLLES;2;2;0;15.0;PRIV_BUREAU, PRIV_COMMERCE
5194;PRIVE;51;TINQUEUX;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5195;PRIVE;52;EURVILLE-BIENVILLE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5196;PRIVE;52;LANGRES;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5197;PRIVE;53;MAYENNE;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5198;PRIVE;54;VILLERUPT;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5199;PRIVE;57;MAIZIERES-LES-METZ;2;2;0;15.0;PRIV_BUREAU
5200;PRIVE;58;SAINT-SULPICE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5201;PRIVE;60;ANDEVILLE;2;2;0;15.0;IMMO_AGENCE, PRIV_RESTAURANT
5202;PRIVE;60;CUISE-LA-MOTTE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5203;PRIVE;60;SAINTE-GENEVIEVE;2;2;0;15.0;IMMO_AGENCE
5204;PRIVE;60;VAUCIENNES;2;2;0;15.0;PRIV_BUREAU
5205;PRIVE;62;SAINT-MARTIN-BOULOGNE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5206;PRIVE;63;BAGNOLS;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5207;PRIVE;64;BASSUSSARRY;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5208;PRIVE;64;BIDACHE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5209;PRIVE;64;BIZANOS;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5210;PRIVE;66;CANET EN ROUSSILLON;2;2;0;15.0;PRIV_BUREAU, PRIV_RESTAURANT
5211;PRIVE;67;OBERNAI;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5212;PRIVE;68;TURCKHEIM;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5213;PRIVE;69;LA MULATIERE;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5214;PRIVE;72;LA BAZOGE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5215;PRIVE;72;MONTVAL-SUR-LOIR;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5216;PRIVE;72;SAINT-MAIXENT;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5217;PRIVE;73;LE BOURGET-DU-LAC;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5218;PRIVE;73;YENNE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5219;PRIVE;74;COLLONGES-SOUS-SALEVE;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5220;PRIVE;74;LA ROCHE-SUR-FORON;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5221;PRIVE;74;SAINT-PAUL-EN-CHABLAIS;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5222;PRIVE;74;VALLIERES-SUR-FIER;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5223;PRIVE;74;VEIGY-FONCENEX;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5224;PRIVE;74;VEYRIER-DU-LAC;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5225;PRIVE;76;SAINT-ETIENNE-DU-ROUVRAY;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5226;PRIVE;77;CHALMAISON;2;2;0;15.0;PRIV_BUREAU
5227;PRIVE;77;PRECY-SUR-MARNE;2;2;0;15.0;IMMO_AGENCE, PRIV_RESTAURANT
5228;PRIVE;77;SOGNOLLES-EN-MONTOIS;2;2;0;15.0;PRIV_BUREAU
5229;PRIVE;77;VIGNELY;2;2;0;15.0;IMMO_AGENCE
5230;PRIVE;78;CHAUFOUR-LES-BONNIERES;2;2;0;15.0;IMMO_AGENCE, PRIV_RESTAURANT
5231;PRIVE;79;MAGNE;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5232;PRIVE;80;CAOURS;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5233;PRIVE;83;RAYOL-CANADEL-SUR-MER;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5234;PRIVE;84;CADENET;2;2;0;15.0;IMMO_AGENCE, PRIV_RESTAURANT
5235;PRIVE;84;MENERBES;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5236;PRIVE;84;VEDENE;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5237;PRIVE;85;LES HERBIERS;2;2;0;15.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
5238;PRIVE;85;LES LANDES-GENUSSON;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5239;PRIVE;86;LUSIGNAN;2;2;0;15.0;IMMO_AGENCE, PRIV_RESTAURANT
5240;PRIVE;86;MONTMORILLON;2;2;0;15.0;IMMO_AGENCE, PRIV_RESTAURANT
5241;PRIVE;91;FERTE-ALAIS (LA);2;2;0;15.0;IMMO_AGENCE
5242;PRIVE;95;BERVILLE;2;2;0;15.0;IMMO_AGENCE, PRIV_BUREAU
5243;PRIVE;972;LE ROBERT;2;2;0;15.0;PRIV_SANTE_CABINET, IMMO_AGENCE
5244;PRIVE;02;BRANCOURT-EN-LAONNOIS;1;1;0;15.0;PRIV_BUREAU
5245;PRIVE;02;BUSSIARES;1;1;0;15.0;PRIV_BUREAU
5246;PRIVE;02;BUZANCY;1;1;0;15.0;PRIV_BUREAU
5247;PRIVE;02;COULONGES-COHAN;1;1;0;15.0;PRIV_RESTAURANT
5248;PRIVE;02;DOMPTIN;1;1;0;15.0;PRIV_BUREAU
5249;PRIVE;02;HIRSON;1;1;0;15.0;PRIV_BUREAU
5250;PRIVE;02;LATILLY;1;1;0;15.0;PRIV_BUREAU
5251;PRIVE;02;LAVAL-EN-LAONNOIS;1;1;0;15.0;PRIV_BUREAU
5252;PRIVE;02;MONTREUIL AUX LIONS;1;1;0;15.0;PRIV_BUREAU
5253;PRIVE;02;NOGENT-L'ARTAUD;1;1;0;15.0;IMMO_AGENCE
5254;PRIVE;02;SAULCHERY;1;1;0;15.0;PRIV_BUREAU
5255;PRIVE;02;VILLIERS-SAINT-DENIS;1;1;0;15.0;PRIV_BUREAU
5256;PRIVE;03;CUSSET;1;1;0;15.0;PRIV_BUREAU
5257;PRIVE;04;SAINT-PONS;1;1;0;15.0;PRIV_COMMERCE
5258;PRIVE;05;LARAGNE-MONTEGLIN;1;1;0;15.0;PRIV_COMMERCE
5259;PRIVE;06;PEONE;1;1;0;15.0;PRIV_RESTAURANT
5260;PRIVE;06;SAINT-DALMAS-LE-SELVAGE;1;1;0;15.0;PRIV_BUREAU
5261;PRIVE;07;LENTILLERES;1;1;0;15.0;IMMO_AGENCE
5262;PRIVE;07;SAINT-LAURENT-SOUS-COIRON;1;1;0;15.0;PRIV_RESTAURANT
5263;PRIVE;08;LES HAUTES-RIVIERES;1;1;0;15.0;PRIV_BUREAU
5264;PRIVE;09;SAINT-YBARS;1;1;0;15.0;PRIV_BUREAU
5265;PRIVE;10;BAYEL;1;1;0;15.0;PRIV_BUREAU
5266;PRIVE;10;COUSSEGREY;1;1;0;15.0;PRIV_RESTAURANT
5267;PRIVE;10;PONT-SAINTE-MARIE;1;1;0;15.0;PRIV_BUREAU
5268;PRIVE;11;MAGRIE;1;1;0;15.0;PRIV_BUREAU
5269;PRIVE;11;SAINT-ANDRE-DE-ROQUELONGUE;1;1;0;15.0;PRIV_BUREAU
5270;PRIVE;12;OLEMPS;1;1;0;15.0;IMMO_AGENCE
5271;PRIVE;13;AURIOL;1;1;0;15.0;PRIV_COMMERCE
5272;PRIVE;13;CEYRESTE;1;1;0;15.0;PRIV_BUREAU
5273;PRIVE;13;FUVEAU;1;1;0;15.0;PRIV_COMMERCE
5274;PRIVE;13;MARSEILLE 14;1;1;0;15.0;PRIV_BUREAU
5275;PRIVE;13;MARSEILLE 16EME;1;1;0;15.0;PRIV_BUREAU
5276;PRIVE;13;MARSEILLE 2EME;1;1;0;15.0;PRIV_RESTAURANT
5277;PRIVE;13;MARSEILLE 8EME;1;1;0;15.0;PRIV_BUREAU
5278;PRIVE;13;ROQUEFORT-LA-BEDOULE;1;1;0;15.0;PRIV_BUREAU
5279;PRIVE;13;VERNEGUES;1;1;0;15.0;PRIV_BUREAU
5280;PRIVE;14;BAVENT;1;1;0;15.0;PRIV_BUREAU
5281;PRIVE;14;BONNEVILLE-LA-LOUVET;1;1;0;15.0;PRIV_BUREAU
5282;PRIVE;14;LE MANOIR;1;1;0;15.0;PRIV_BUREAU
5283;PRIVE;14;MAIZIERES;1;1;0;15.0;PRIV_BUREAU
5284;PRIVE;14;MESNIL-AU-GRAIN (LE);1;1;0;15.0;PRIV_BUREAU
5285;PRIVE;14;VIRE-NORMANDIE;1;1;0;15.0;PRIV_RESTAURANT
5286;PRIVE;16;CHAMPNIERS;1;1;0;15.0;IMMO_AGENCE
5287;PRIVE;16;GENAC-BIGNAC;1;1;0;15.0;PRIV_BUREAU
5288;PRIVE;17;ARDILLIERES;1;1;0;15.0;PRIV_BUREAU
5289;PRIVE;17;SAINT-CLEMENT-DES-BALEINES;1;1;0;15.0;IMMO_AGENCE
5290;PRIVE;17;THENAC;1;1;0;15.0;PRIV_BUREAU
5291;PRIVE;18;CUFFY;1;1;0;15.0;IMMO_AGENCE
5292;PRIVE;18;HENRICHEMONT;1;1;0;15.0;PRIV_RESTAURANT
5293;PRIVE;18;SAGONNE;1;1;0;15.0;PRIV_BUREAU
5294;PRIVE;19;ARGENTAT-SUR-DORDOGNE;1;1;0;15.0;PRIV_COMMERCE
5295;PRIVE;19;BORT-LES-ORGUES;1;1;0;15.0;IMMO_AGENCE
5296;PRIVE;19;CHABRIGNAC;1;1;0;15.0;PRIV_BUREAU
5297;PRIVE;19;L'EGLISE AUX BOIS;1;1;0;15.0;PRIV_BUREAU
5298;PRIVE;19;SALON-LA-TOUR;1;1;0;15.0;PRIV_BUREAU
5299;PRIVE;21;LEUGLAY;1;1;0;15.0;PRIV_BUREAU
5300;PRIVE;21;SAULX-LE-DUC;1;1;0;15.0;PRIV_BUREAU
5301;PRIVE;22;CORSEUL;1;1;0;15.0;PRIV_BUREAU
5302;PRIVE;22;HENANSAL;1;1;0;15.0;IMMO_AGENCE
5303;PRIVE;22;ILE-DE-BREHAT;1;1;0;15.0;PRIV_BUREAU
5304;PRIVE;22;TREMEREUC;1;1;0;15.0;PRIV_BUREAU
5305;PRIVE;23;BONNAT;1;1;0;15.0;IMMO_AGENCE
5306;PRIVE;24;ANGOISSE;1;1;0;15.0;PRIV_RESTAURANT
5307;PRIVE;24;MONBAZILLAC;1;1;0;15.0;PRIV_BUREAU
5308;PRIVE;24;SAINT-GENIES;1;1;0;15.0;PRIV_BUREAU
5309;PRIVE;24;TERRASSON-LAVILLEDIEU;1;1;0;15.0;PRIV_BUREAU
5310;PRIVE;25;BAVANS;1;1;0;15.0;PRIV_COMMERCE
5311;PRIVE;25;SAONE;1;1;0;15.0;PRIV_COMMERCE
5312;PRIVE;26;HAUTERIVES;1;1;0;15.0;PRIV_BUREAU
5313;PRIVE;26;SAINTE-JALLE;1;1;0;15.0;PRIV_RESTAURANT
5314;PRIVE;27;BOISSET-LES-PREVANCHES;1;1;0;15.0;PRIV_BUREAU
5315;PRIVE;27;CONNELLES;1;1;0;15.0;PRIV_BUREAU
5316;PRIVE;27;EMANVILLE;1;1;0;15.0;PRIV_BUREAU
5317;PRIVE;27;ETURQUERAYE;1;1;0;15.0;PRIV_BUREAU
5318;PRIVE;27;MESNIL-EN-OUCHE;1;1;0;15.0;PRIV_BUREAU
5319;PRIVE;27;MESNIL-SUR-L'ESTREE;1;1;0;15.0;PRIV_BUREAU
5320;PRIVE;27;NEAUFLES-AUVERGNY;1;1;0;15.0;PRIV_BUREAU
5321;PRIVE;27;NEAUFLES-SAINT-MARTIN;1;1;0;15.0;IMMO_AGENCE
5322;PRIVE;27;TOURVILLE-SUR-PONT-AUDEMER;1;1;0;15.0;PRIV_BUREAU
5323;PRIVE;28;CHATENAY;1;1;0;15.0;PRIV_BUREAU
5324;PRIVE;28;JANVILLE-EN-BEAUCE;1;1;0;15.0;PRIV_BUREAU
5325;PRIVE;28;JOUY;1;1;0;15.0;PRIV_BUREAU
5326;PRIVE;28;LA CHAUSSEE-D'IVRY;1;1;0;15.0;PRIV_BUREAU
5327;PRIVE;28;LURAY;1;1;0;15.0;PRIV_BUREAU
5328;PRIVE;28;NONVILLIERS-GRANDHOUX;1;1;0;15.0;PRIV_BUREAU
5329;PRIVE;28;OUARVILLE;1;1;0;15.0;PRIV_BUREAU
5330;PRIVE;28;OYSONVILLE;1;1;0;15.0;PRIV_BUREAU
5331;PRIVE;28;POINVILLE;1;1;0;15.0;PRIV_BUREAU
5332;PRIVE;28;SAINT-ANGE-ET-TORCAY;1;1;0;15.0;PRIV_BUREAU
5333;PRIVE;29;BENODET;1;1;0;15.0;IMMO_AGENCE
5334;PRIVE;29;LE FOLGOET;1;1;0;15.0;PRIV_BUREAU
5335;PRIVE;29;PLEUVEN;1;1;0;15.0;PRIV_BUREAU
5336;PRIVE;2A;FOCE;1;1;0;15.0;PRIV_BUREAU
5337;PRIVE;2B;VILLE-DI-PIETRABUGNO;1;1;0;15.0;PRIV_BUREAU
5338;PRIVE;30;BARJAC;1;1;0;15.0;PRIV_BUREAU
5339;PRIVE;30;CAISSARGUES;1;1;0;15.0;PRIV_BUREAU
5340;PRIVE;30;GOUDARGUES;1;1;0;15.0;PRIV_RESTAURANT
5341;PRIVE;30;LA CALMETTE;1;1;0;15.0;PRIV_BUREAU
5342;PRIVE;30;LA CAPELLE-ET-MASMOLENE;1;1;0;15.0;PRIV_BUREAU
