rang_ville;domaine_chruth;code_departement;libelle_commune;nb_prospects;nb_societes;nb_chaude;score_moyen;categories_principales
3534;PRIVE;78;LIMAY;86;85;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_LOISIRS, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT, PRIV_COMMERCE
3535;PRIVE;50;CHERBOURG-EN-COTENTIN;13;13;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
3536;PRIVE;78;SAINT-MARTIN-LA-GARENNE;11;11;0;20.0;PRIV_LOISIRS, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
3537;PRIVE;34;LATTES;9;9;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
3538;PRIVE;59;MARCQ-EN-BARŒUL;9;9;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
3539;PRIVE;40;BISCARROSSE;8;8;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_COMMERCE
3540;PRIVE;83;LA GARDE;8;8;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
3541;PRIVE;05;BRIANCON;6;6;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
3542;PRIVE;08;CHARLEVILLE-MEZIERES;6;6;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_BUREAU, PRIV_COMMERCE
3543;PRIVE;77;LE PLESSIS-FEU-AUSSOUX;6;6;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3544;PRIVE;95;CORMEILLES-EN-VEXIN;6;6;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
3545;PRIVE;13;AIX EN PROVENCE;5;5;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT, PRIV_COMMERCE
3546;PRIVE;13;MEYREUIL;5;5;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3547;PRIVE;31;L'UNION;5;5;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3548;PRIVE;33;ARES;5;5;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
3549;PRIVE;33;LEOGNAN;5;5;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3550;PRIVE;56;PLOEMEL;5;5;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3551;PRIVE;56;PLUVIGNER;5;5;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
3552;PRIVE;56;SAINT-AVE;5;5;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3553;PRIVE;78;JAMBVILLE;5;5;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
3554;PRIVE;84;BOLLENE;5;5;0;20.0;PRIV_SANTE_CENTRE, PRIV_RESTAURANT, PRIV_COMMERCE
3555;PRIVE;972;LE FRANCOIS;5;5;0;20.0;PRIV_SANTE_CABINET, IMMO_AGENCE
3556;PRIVE;06;PEGOMAS;4;4;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_BUREAU
3557;PRIVE;10;LA CHAPELLE-SAINT-LUC;4;4;0;20.0;PRIV_SANTE_CABINET
3558;PRIVE;14;BAYEUX;4;4;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_BUREAU
3559;PRIVE;14;SAINT-ARNOULT;4;4;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_RESTAURANT
3560;PRIVE;17;ARVERT;4;4;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
3561;PRIVE;21;FONTAINE-LES-DIJON;4;4;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3562;PRIVE;22;GUINGAMP;4;4;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_RESTAURANT
3563;PRIVE;24;SANILHAC;4;4;0;20.0;PRIV_SANTE_CABINET
3564;PRIVE;65;TARBES;4;4;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3565;PRIVE;66;CABESTANY;4;4;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3566;PRIVE;78;SAINT-MARTIN-DES-CHAMPS;4;4;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
3567;PRIVE;84;MAZAN;4;4;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_BUREAU
3568;PRIVE;89;SAINT-SAUVEUR-EN-PUISAYE;4;4;0;20.0;PRIV_SANTE_CABINET
3569;PRIVE;95;FROUVILLE;4;4;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_BUREAU
3570;PRIVE;06;THEOULE-SUR-MER;3;3;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3571;PRIVE;19;BEYNAT;3;3;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3572;PRIVE;22;PAIMPOL;3;3;0;20.0;PRIV_SANTE_CENTRE, PRIV_RESTAURANT
3573;PRIVE;28;NOGENT-LE-ROTROU;3;3;0;20.0;PRIV_SANTE_CENTRE, PRIV_RESTAURANT
3574;PRIVE;30;LE GRAU-DU-ROI;3;3;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_BUREAU
3575;PRIVE;33;LE PORGE;3;3;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3576;PRIVE;33;MIOS;3;3;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3577;PRIVE;34;VIC-LA-GARDIOLE;3;3;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3578;PRIVE;35;THORIGNE-FOUILLARD;3;3;0;20.0;PRIV_SANTE_CABINET
3579;PRIVE;36;NEUVY-SAINT-SEPULCHRE;3;3;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3580;PRIVE;37;LOCHES;3;3;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3581;PRIVE;41;MONTOIRE-SUR-LE-LOIR;3;3;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_RESTAURANT
3582;PRIVE;44;THOUARE-SUR-LOIRE;3;3;0;20.0;PRIV_SANTE_CABINET
3583;PRIVE;45;SAINT-JEAN-DE-LA-RUELLE;3;3;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_RESTAURANT
3584;PRIVE;49;CHEMILLE-EN-ANJOU;3;3;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
3585;PRIVE;56;BADEN;3;3;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3586;PRIVE;56;DAMGAN;3;3;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, IMMO_AGENCE
3587;PRIVE;56;SAINTE-ANNE-D'AURAY;3;3;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3588;PRIVE;59;LA MADELEINE;3;3;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3589;PRIVE;61;MORTAGNE-AU-PERCHE;3;3;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3590;PRIVE;74;SAINT-GERVAIS-LES-BAINS;3;3;0;20.0;PRIV_SANTE_CABINET, IMMO_AGENCE
3591;PRIVE;77;AUFFERVILLE;3;3;0;20.0;IMMO_AGENCE, PRIV_BUREAU
3592;PRIVE;77;LISSY;3;3;0;20.0;IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
3593;PRIVE;77;LIVERDY-EN-BRIE;3;3;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE, PRIV_RESTAURANT
3594;PRIVE;77;VOISENON;3;3;0;20.0;IMMO_AGENCE, PRIV_BUREAU, PRIV_RESTAURANT
3595;PRIVE;86;CHATELLERAULT;3;3;0;20.0;PRIV_SANTE_CABINET, PRIV_BUREAU
3596;PRIVE;91;ROINVILLIERS;3;3;0;20.0;PRIV_SANTE_CABINET, PRIV_SANTE_CENTRE, PRIV_BUREAU
3597;PRIVE;95;NUCOURT;3;3;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3598;PRIVE;974;L'ETANG-SALE;3;3;0;20.0;PRIV_SANTE_CABINET
3599;PRIVE;974;SAINT DENIS;3;3;0;20.0;PRIV_SANTE_CABINET, IMMO_AGENCE
3600;PRIVE;974;SAINT-BENOIT;3;3;0;20.0;PRIV_SANTE_CABINET, IMMO_AGENCE, PRIV_BUREAU
3601;PUBLIC;13;MARSEILLE;3;3;0;20.0;PUB_MUSEE
3602;PRIVE;02;GUISE;2;2;0;20.0;PRIV_SANTE_CABINET
3603;PRIVE;03;SERBANNES;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3604;PRIVE;06;CARROS;2;2;0;20.0;PRIV_SANTE_CABINET, IMMO_AGENCE
3605;PRIVE;07;SAINT-DIDIER-SOUS-AUBENAS;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_COMMERCE
3606;PRIVE;08;WARCQ;2;2;0;20.0;PRIV_SANTE_CABINET
3607;PRIVE;09;SAVERDUN;2;2;0;20.0;PRIV_SANTE_CABINET
3608;PRIVE;11;SIGEAN;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_BUREAU
3609;PRIVE;13;FOS-SUR-MER;2;2;0;20.0;PRIV_SANTE_CABINET
3610;PRIVE;13;MARIGNANE;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
3611;PRIVE;13;PELISSANNE;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3612;PRIVE;13;SAINT-MITRE-LES-REMPARTS;2;2;0;20.0;PRIV_SANTE_CABINET
3613;PRIVE;17;DOLUS-D'OLERON;2;2;0;20.0;PRIV_SANTE_CABINET
3614;PRIVE;17;MARANS;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3615;PRIVE;17;PERIGNY;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
3616;PRIVE;17;SAINT-AUGUSTIN;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3617;PRIVE;17;SAINT-SAUVEUR-D'AUNIS;2;2;0;20.0;PRIV_SANTE_CABINET
3618;PRIVE;17;SAINTE-SOULLE;2;2;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3619;PRIVE;21;SAINT-APOLLINAIRE;2;2;0;20.0;PRIV_SANTE_CABINET
3620;PRIVE;22;FREHEL;2;2;0;20.0;PRIV_SANTE_CABINET
3621;PRIVE;22;LANVALLAY;2;2;0;20.0;PRIV_SANTE_CABINET
3622;PRIVE;22;PLUMAUDAN;2;2;0;20.0;PRIV_SANTE_CABINET
3623;PRIVE;23;MOUTIER-ROZEILLE;2;2;0;20.0;PRIV_SANTE_CABINET
3624;PRIVE;26;LA BAUME D'HOSTUN;2;2;0;20.0;PRIV_SANTE_CABINET
3625;PRIVE;26;MOURS-SAINT-EUSEBE;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3626;PRIVE;28;BONNEVAL;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3627;PRIVE;28;COULOMBS;2;2;0;20.0;PRIV_SANTE_CABINET
3628;PRIVE;28;ILLIERS-COMBRAY;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_RESTAURANT
3629;PRIVE;28;LA LOUPE;2;2;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3630;PRIVE;29;CLOHARS-CARNOET;2;2;0;20.0;PRIV_SANTE_CABINET
3631;PRIVE;29;LANDERNEAU;2;2;0;20.0;PRIV_SANTE_CABINET
3632;PRIVE;29;PLONEOUR-LANVERN;2;2;0;20.0;PRIV_SANTE_CABINET
3633;PRIVE;29;PLOUENAN;2;2;0;20.0;PRIV_SANTE_CABINET
3634;PRIVE;30;PUJAUT;2;2;0;20.0;PRIV_SANTE_CABINET
3635;PRIVE;30;SAINT-HILAIRE-D'OZILHAN;2;2;0;20.0;PRIV_SANTE_CABINET
3636;PRIVE;30;SAINT-HILAIRE-DE-BRETHMAS;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3637;PRIVE;30;SOMMIERES;2;2;0;20.0;PRIV_SANTE_CABINET
3638;PRIVE;31;BEAUZELLE;2;2;0;20.0;PRIV_SANTE_CABINET
3639;PRIVE;33;BLANQUEFORT;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3640;PRIVE;33;BOURG;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
3641;PRIVE;33;CANEJAN;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
3642;PRIVE;33;CARCANS;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3643;PRIVE;33;LE HAILLAN;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
3644;PRIVE;33;LESPARRE-MEDOC;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3645;PRIVE;35;CHATEAUNEUF-D'ILLE-ET-VILAINE;2;2;0;20.0;PRIV_SANTE_CABINET
3646;PRIVE;35;LE MINIHIC-SUR-RANCE;2;2;0;20.0;PRIV_SANTE_CABINET
3647;PRIVE;35;LE RHEU;2;2;0;20.0;PRIV_SANTE_CABINET
3648;PRIVE;37;CHATEAU-RENAULT;2;2;0;20.0;PRIV_SANTE_CABINET
3649;PRIVE;37;NOTRE-DAME-D'OE;2;2;0;20.0;PRIV_SANTE_CABINET
3650;PRIVE;37;THILOUZE;2;2;0;20.0;PRIV_SANTE_CABINET
3651;PRIVE;37;VERETZ;2;2;0;20.0;PRIV_SANTE_CABINET
3652;PRIVE;38;DOMENE;2;2;0;20.0;PRIV_SANTE_CABINET
3653;PRIVE;38;LA TRONCHE;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3654;PRIVE;38;SAINT-ISMIER;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_COMMERCE
3655;PRIVE;40;AIRE-SUR-L'ADOUR;2;2;0;20.0;PRIV_SANTE_CABINET
3656;PRIVE;40;TARNOS;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3657;PRIVE;40;TOSSE;2;2;0;20.0;PRIV_SANTE_CABINET
3658;PRIVE;41;LAMOTTE-BEUVRON;2;2;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3659;PRIVE;43;BRIOUDE;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_COMMERCE
3660;PRIVE;44;HERBIGNAC;2;2;0;20.0;PRIV_SANTE_CABINET
3661;PRIVE;44;PIRIAC-SUR-MER;2;2;0;20.0;PRIV_SANTE_CABINET
3662;PRIVE;45;BOYNES;2;2;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3663;PRIVE;45;CHAUSSY;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3664;PRIVE;45;DONNERY;2;2;0;20.0;PRIV_SANTE_CABINET
3665;PRIVE;45;FAY-AUX-LOGES;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3666;PRIVE;45;FLEURY-LES-AUBRAIS;2;2;0;20.0;PRIV_SANTE_CABINET
3667;PRIVE;45;GRISELLES;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_RESTAURANT
3668;PRIVE;47;PENNE-D'AGENAIS;2;2;0;20.0;PRIV_SANTE_CABINET
3669;PRIVE;49;MURS-ERIGNE;2;2;0;20.0;PRIV_SANTE_CABINET
3670;PRIVE;49;SAINT-GEORGES-SUR-LOIRE;2;2;0;20.0;PRIV_SANTE_CABINET
3671;PRIVE;53;EVRON;2;2;0;20.0;PRIV_SANTE_CABINET
3672;PRIVE;56;ALLAIRE;2;2;0;20.0;PRIV_SANTE_CABINET
3673;PRIVE;56;ARZON;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
3674;PRIVE;56;BIGNAN;2;2;0;20.0;PRIV_SANTE_CABINET
3675;PRIVE;56;PLEUCADEUC;2;2;0;20.0;PRIV_SANTE_CABINET
3676;PRIVE;56;PLUNERET;2;2;0;20.0;PRIV_SANTE_CABINET
3677;PRIVE;57;YUTZ;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_BUREAU
3678;PRIVE;58;CHATEAU-CHINON (VILLE);2;2;0;20.0;PRIV_SANTE_CENTRE, IMMO_AGENCE
3679;PRIVE;59;NEUVILLE-EN-FERRAIN;2;2;0;20.0;PRIV_SANTE_CABINET, IMMO_AGENCE
3680;PRIVE;60;PONCHON;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3681;PRIVE;60;PONTARME;2;2;0;20.0;IMMO_AGENCE, PRIV_RESTAURANT
3682;PRIVE;60;VENETTE;2;2;0;20.0;PRIV_SANTE_CABINET
3683;PRIVE;62;CALAIS;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_RESTAURANT
3684;PRIVE;62;ETAPLES;2;2;0;20.0;PRIV_SANTE_CABINET
3685;PRIVE;64;GAN;2;2;0;20.0;PRIV_SANTE_CABINET
3686;PRIVE;64;USTARITZ;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3687;PRIVE;67;OSTWALD;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_RESTAURANT
3688;PRIVE;69;GLEIZE;2;2;0;20.0;PRIV_SANTE_CABINET
3689;PRIVE;69;SAINT-FONS;2;2;0;20.0;PRIV_SANTE_CABINET
3690;PRIVE;72;SAINT-SATURNIN;2;2;0;20.0;PRIV_SANTE_CABINET
3691;PRIVE;74;ARGONAY;2;2;0;20.0;PRIV_SANTE_CABINET
3692;PRIVE;74;CRUSEILLES;2;2;0;20.0;PRIV_SANTE_CABINET
3693;PRIVE;74;SAINT-JORIOZ;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3694;PRIVE;74;TANINGES;2;2;0;20.0;PRIV_SANTE_CABINET
3695;PRIVE;76;QUINCAMPOIX;2;2;0;20.0;PRIV_SANTE_CABINET
3696;PRIVE;77;BLENNES;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3697;PRIVE;77;LA CHAPELLE-RABLAIS;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3698;PRIVE;77;LA CROIX-EN-BRIE;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3699;PRIVE;77;SAINT-GERMAIN-SOUS-DOUE;2;2;0;20.0;PRIV_SANTE_CABINET
3700;PRIVE;77;SOURDUN;2;2;0;20.0;PRIV_SANTE_CABINET
3701;PRIVE;78;MONTCHAUVET;2;2;0;20.0;IMMO_AGENCE, PRIV_RESTAURANT
3702;PRIVE;80;SALOUEL;2;2;0;20.0;PRIV_SANTE_CABINET
3703;PRIVE;82;MONTRICOUX;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_BUREAU
3704;PRIVE;83;COTIGNAC;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_RESTAURANT
3705;PRIVE;83;LA FARLEDE;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3706;PRIVE;85;BEAUVOIR-SUR-MER;2;2;0;20.0;PRIV_SANTE_CENTRE, PRIV_BUREAU
3707;PRIVE;89;CHAMPIGNELLES;2;2;0;20.0;PRIV_SANTE_CABINET
3708;PRIVE;89;NAILLY;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_BUREAU
3709;PRIVE;971;CAPESTERRE-BELLE-EAU;2;2;0;20.0;PRIV_SANTE_CABINET, PRIV_BUREAU
3710;PRIVE;974;SAINT-JOSEPH;2;2;0;20.0;PRIV_SANTE_CABINET
3711;PUBLIC;92;;2;2;0;20.0;PUB_MUSEE
3712;PRIVE;01;BELLEY;1;1;0;20.0;PRIV_SANTE_CABINET
3713;PRIVE;01;SAINT-GENIS-POUILLY;1;1;0;20.0;PRIV_SANTE_CABINET
3714;PRIVE;01;SAINT-JEAN-DE-GONVILLE;1;1;0;20.0;PRIV_SANTE_CABINET
3715;PRIVE;01;VAL-REVERMONT;1;1;0;20.0;PRIV_BUREAU
3716;PRIVE;01;VILLEREVERSURE;1;1;0;20.0;PRIV_SANTE_CABINET
3717;PRIVE;01;VIRIAT;1;1;0;20.0;PRIV_SANTE_CABINET
3718;PRIVE;02;AMBLENY;1;1;0;20.0;PRIV_SANTE_CABINET
3719;PRIVE;02;BUIRONFOSSE;1;1;0;20.0;PRIV_SANTE_CABINET
3720;PRIVE;02;CHAMOUILLE;1;1;0;20.0;PRIV_SANTE_CABINET
3721;PRIVE;02;CHEZY-SUR-MARNE;1;1;0;20.0;PRIV_SANTE_CABINET
3722;PRIVE;02;CŒUVRES-ET-VALSERY;1;1;0;20.0;PRIV_SANTE_CABINET
3723;PRIVE;02;FERE-EN-TARDENOIS;1;1;0;20.0;PRIV_SANTE_CABINET
3724;PRIVE;02;MONCEAU-LES-LEUPS;1;1;0;20.0;PRIV_SANTE_CABINET
3725;PRIVE;02;OULCHY-LE-CHATEAU;1;1;0;20.0;PRIV_SANTE_CABINET
3726;PRIVE;02;SAINT QUENTIN;1;1;0;20.0;PRIV_SANTE_CABINET
3727;PRIVE;02;VILLENEUVE-SAINT-GERMAIN;1;1;0;20.0;PRIV_SANTE_CABINET
3728;PRIVE;03;BOURBON-L'ARCHAMBAULT;1;1;0;20.0;PRIV_SANTE_CABINET
3729;PRIVE;03;LAPALISSE;1;1;0;20.0;PRIV_RESTAURANT
3730;PRIVE;03;MARCILLAT-EN-COMBRAILLE;1;1;0;20.0;PRIV_SANTE_CABINET
3731;PRIVE;03;MONTMARAULT;1;1;0;20.0;PRIV_SANTE_CABINET
3732;PRIVE;03;SAINT-AUBIN-LE-MONIAL;1;1;0;20.0;PRIV_SANTE_CABINET
3733;PRIVE;04;AIGLUN;1;1;0;20.0;PRIV_SANTE_CABINET
3734;PRIVE;04;GREOUX-LES-BAINS;1;1;0;20.0;PRIV_SANTE_CABINET
3735;PRIVE;04;RIEZ;1;1;0;20.0;PRIV_SANTE_CABINET
3736;PRIVE;04;SAINTE-TULLE;1;1;0;20.0;PRIV_SANTE_CABINET
3737;PRIVE;05;CHORGES;1;1;0;20.0;PRIV_SANTE_CABINET
3738;PRIVE;05;LA SAULCE;1;1;0;20.0;PRIV_SANTE_CABINET
3739;PRIVE;05;SAINT-BONNET-EN-CHAMPSAUR;1;1;0;20.0;PRIV_SANTE_CABINET
3740;PRIVE;06;BEAULIEU-SUR-MER;1;1;0;20.0;PRIV_SANTE_CABINET
3741;PRIVE;06;BREIL-SUR-ROYA;1;1;0;20.0;PRIV_SANTE_CABINET
3742;PRIVE;06;COLOMARS;1;1;0;20.0;IMMO_AGENCE
3743;PRIVE;06;L'ESCARENE;1;1;0;20.0;PRIV_SANTE_CABINET
3744;PRIVE;06;LE BAR-SUR-LOUP;1;1;0;20.0;PRIV_SANTE_CABINET
3745;PRIVE;06;LE TIGNET;1;1;0;20.0;PRIV_RESTAURANT
3746;PRIVE;06;SAINT-CEZAIRE-SUR-SIAGNE;1;1;0;20.0;PRIV_SANTE_CABINET
3747;PRIVE;07;LAVILLEDIEU;1;1;0;20.0;PRIV_SANTE_CABINET
3748;PRIVE;07;LES VANS;1;1;0;20.0;PRIV_SANTE_CABINET
3749;PRIVE;07;MAUVES;1;1;0;20.0;PRIV_SANTE_CABINET
3750;PRIVE;07;MONTREAL;1;1;0;20.0;PRIV_SANTE_CABINET
3751;PRIVE;07;ROCHEPAULE;1;1;0;20.0;PRIV_SANTE_CABINET
3752;PRIVE;07;SAINTE-EULALIE;1;1;0;20.0;PRIV_SANTE_CABINET
3753;PRIVE;07;VERNOUX-EN-VIVARAIS;1;1;0;20.0;PRIV_SANTE_CABINET
3754;PRIVE;07;VESSEAUX;1;1;0;20.0;PRIV_SANTE_CABINET
3755;PRIVE;08;CARIGNAN;1;1;0;20.0;PRIV_SANTE_CABINET
3756;PRIVE;10;SAINTE SAVINE;1;1;0;20.0;PRIV_SANTE_CABINET
3757;PRIVE;10;SOULAINES-DHUYS;1;1;0;20.0;PRIV_SANTE_CABINET
3758;PRIVE;11;BRAM;1;1;0;20.0;PRIV_SANTE_CABINET
3759;PRIVE;11;CUXAC-CABARDES;1;1;0;20.0;PRIV_SANTE_CABINET
3760;PRIVE;11;LEUC;1;1;0;20.0;PRIV_SANTE_CABINET
3761;PRIVE;11;MONTREDON-DES-CORBIERES;1;1;0;20.0;PRIV_SANTE_CABINET
3762;PRIVE;11;SAINT-BENOIT;1;1;0;20.0;PRIV_SANTE_CABINET
3763;PRIVE;11;THEZAN-DES-CORBIERES;1;1;0;20.0;PRIV_BUREAU
3764;PRIVE;11;TREBES;1;1;0;20.0;PRIV_SANTE_CABINET
3765;PRIVE;12;LANUEJOULS;1;1;0;20.0;PRIV_RESTAURANT
3766;PRIVE;12;LE MONASTERE;1;1;0;20.0;PRIV_SANTE_CABINET
3767;PRIVE;12;NAUCELLE;1;1;0;20.0;PRIV_SANTE_CABINET
3768;PRIVE;12;RIEUPEYROUX;1;1;0;20.0;PRIV_SANTE_CABINET
3769;PRIVE;12;SAINT-AMANS-DES-COTS;1;1;0;20.0;PRIV_RESTAURANT
3770;PRIVE;12;SAINT-GEORGES-DE-LUZENCON;1;1;0;20.0;PRIV_SANTE_CABINET
3771;PRIVE;13;CABANNES;1;1;0;20.0;IMMO_AGENCE
3772;PRIVE;13;CHATEAUNEUF-LES-MARTIGUES;1;1;0;20.0;PRIV_SANTE_CABINET
3773;PRIVE;13;LA PENNE-SUR-HUVEAUNE;1;1;0;20.0;PRIV_SANTE_CABINET
3774;PRIVE;13;SAINTES-MARIES-DE-LA-MER;1;1;0;20.0;PRIV_SANTE_CABINET
3775;PRIVE;13;SENAS;1;1;0;20.0;PRIV_SANTE_CABINET
3776;PRIVE;13;VELAUX;1;1;0;20.0;PRIV_SANTE_CABINET
3777;PRIVE;14;ARROMANCHES-LES-BAINS;1;1;0;20.0;PRIV_SANTE_CABINET
3778;PRIVE;14;BRUCOURT;1;1;0;20.0;PRIV_SANTE_CABINET
3779;PRIVE;14;CAGNY;1;1;0;20.0;PRIV_SANTE_CABINET
3780;PRIVE;14;COLOMBY-ANGUERNY;1;1;0;20.0;PRIV_BUREAU
3781;PRIVE;14;CONDE-EN-NORMANDIE;1;1;0;20.0;PRIV_SANTE_CABINET
3782;PRIVE;14;DOZULE;1;1;0;20.0;PRIV_SANTE_CABINET
3783;PRIVE;14;FALAISE;1;1;0;20.0;PRIV_SANTE_CABINET
3784;PRIVE;14;GONNEVILLE-SUR-HONFLEUR;1;1;0;20.0;PRIV_BUREAU
